ID,Sensor1,Sensor2,Sensor3,Sensor4,Compound
3934,5514010,12435200,6553230,355482,Toluene
3935,5500530,12295400,6555290,354779,Toluene
3936,5479200,12353500,6564100,354317,Toluene
3937,5452530,12414800,6546060,354011,Toluene
3938,5442490,12437700,6562660,353426,Toluene
3939,5432580,12314100,6578850,352999,Toluene
3940,5412740,12321600,6592490,352603,Toluene
3941,5397700,12322900,6563580,352166,Toluene
3942,5368420,12311600,6545280,351791,Toluene
3943,5353170,12287900,6466180,351498,Toluene
3944,5344870,12187700,6443200,350812,Toluene
3945,5326010,12249300,6401290,350513,Toluene
3946,5313110,12278000,6375650,350019,Toluene
3947,5292390,12223500,6359930,349444,Toluene
3948,5286890,12015000,6329350,349324,Toluene
3949,5280320,11958500,6331080,348637,Toluene
3950,5265520,11894600,6285050,348566,Toluene
3951,5249580,11865000,6269820,348198,Toluene
3952,5242760,11812400,6250430,347475,Toluene
3953,5224780,11976400,6266980,347117,Toluene
3954,5210040,11833300,6240330,346695,Toluene
3955,5198920,11746400,6237000,346618,Toluene
3956,5176290,11766000,6212040,346313,Toluene
3957,5155820,11540100,6194160,345883,Toluene
3958,5164090,11577300,6171100,345460,Toluene
3959,5150290,11424700,6155710,345289,Toluene
3960,5138320,11467500,6141850,345527,Toluene
3961,5122690,11440300,6138030,345433,Toluene
3962,5114680,11463800,6118800,344841,Toluene
3963,5106960,11396800,6094770,344361,Toluene
3964,5098630,11190900,6090580,343879,Toluene
3965,5081220,11364700,6086560,343520,Toluene
3966,5081010,11445600,6077890,343278,Toluene
3967,5090370,11398600,6082020,343154,Toluene
3968,5075660,11232100,6075690,342922,Toluene
3969,5062980,10981000,6066580,342722,Toluene
3970,5061880,11074700,6054770,342538,Toluene
3971,5042740,11064100,6057730,341971,Toluene
3972,5043420,10427200,6035350,341202,Toluene
3973,5032890,10361100,6020100,340720,Toluene
3974,5018380,10762800,6003140,340525,Toluene
3975,5008480,10493800,5994330,340287,Toluene
3976,5015680,10401500,5981240,339978,Toluene
3977,5006900,10444800,5981390,339730,Toluene
3978,5000850,10468100,5965800,339171,Toluene
3979,4997780,10462000,5951010,338750,Toluene
3980,4982840,10462600,5948770,338705,Toluene
3981,4967710,11213100,5931740,338395,Toluene
3982,4942090,11047700,5928420,337997,Toluene
3983,4927120,11061500,5916790,337705,Toluene
3984,4917580,11136600,5906280,337242,Toluene
3985,4916280,10993900,5902100,337302,Toluene
3986,4923850,10858700,5892370,336826,Toluene
3987,4918960,10841300,5880230,336568,Toluene
3988,4914050,10542800,5874260,336674,Toluene
3989,4908060,10524100,5866120,336658,Toluene
3990,4894630,10638600,5857510,336285,Toluene
3991,4901520,10629400,5846760,336225,Toluene
3992,4887620,10319900,5826650,335934,Toluene
3993,4875370,10453600,5812920,335822,Toluene
3994,4873970,10364000,5810870,335689,Toluene
3995,4859460,10537700,5809330,335402,Toluene
3996,4853980,10815000,5793220,335061,Toluene
3997,4861330,10658600,5802680,335082,Toluene
3998,4856050,10631900,5776780,334763,Toluene
3999,4862700,10484400,5759600,334665,Toluene
4000,4857040,10876800,5741400,334342,Toluene
4001,4833300,10944000,5728540,334249,Toluene
4002,4826310,11024400,5698670,333893,Toluene
4003,4820140,11082000,5693950,333683,Toluene
4004,4805170,11068700,5689170,333561,Toluene
4005,4797700,11015700,5680800,333253,Toluene
4006,4792400,10895600,5688290,333133,Toluene
4007,4766790,11891100,5678970,333028,Toluene
4008,4757240,12504000,5676060,332560,Toluene
4009,4750470,12376800,5670950,332391,Toluene
4010,4746540,12251400,5645800,332162,Toluene
4011,4738280,12289800,5639220,332034,Toluene
4012,4735060,12233600,5634720,331858,Toluene
4013,4738150,12227800,5617810,331717,Toluene
4014,4735650,12107100,5601730,331612,Toluene
4015,4740350,12119900,5575080,331490,Toluene
4016,4749680,11915700,5574570,331300,Toluene
4017,4744580,12091900,5556950,331006,Toluene
4018,4738960,12171500,5557930,331017,Toluene
4019,4737590,12171000,5551720,330604,Toluene
4020,4743550,12029700,5543440,330235,Toluene
4021,4744720,12065100,5539870,330388,Toluene
4022,4730470,12042100,5534800,330257,Toluene
4023,4730690,11978200,5526580,330131,Toluene
4024,4734980,12018400,5505930,329833,Toluene
4025,4728150,11944100,5498160,329681,Toluene
4026,4712270,12024600,5494980,329385,Toluene
4027,4706580,12163200,5482040,329289,Toluene
4028,4707280,12131300,5488320,329353,Toluene
4029,4721890,12052300,5486410,329260,Toluene
4030,4727600,12017800,5471800,329367,Toluene
4031,4736430,11406500,5473490,329257,Toluene
4032,4719240,11439900,5470040,329123,Toluene
4033,4720350,11419500,5461700,328879,Toluene
4034,4728140,11359900,5461670,328545,Toluene
4035,4709580,11351700,5465000,328173,Toluene
4036,4707520,11147900,5453570,328065,Toluene
4037,4703490,11296300,5448030,327783,Toluene
4038,4694760,11256000,5437730,327614,Toluene
4039,4696680,11067700,5431410,327511,Toluene
4040,4681700,10940800,5422170,327235,Toluene
4041,4681520,11331800,5435000,327029,Toluene
4042,4674500,11255900,5432410,327120,Toluene
4043,4681120,10620600,5421710,326539,Toluene
4044,4675160,10791300,5421320,326704,Toluene
4045,4680970,10998800,5420570,326424,Toluene
4046,4676780,10663600,5422990,326436,Toluene
4047,4675470,11188900,5419800,326296,Toluene
4048,4669440,10772500,5406260,326571,Toluene
4049,4654810,10828300,5396490,326870,Toluene
4050,4652940,10745000,5398760,326490,Toluene
4051,4652120,11005400,5397910,326372,Toluene
4052,4655950,11028200,5383500,326471,Toluene
4053,4658330,11021000,5374600,326215,Toluene
4054,4649780,11020500,5365520,326179,Toluene
4055,4650340,10765500,5358610,326212,Toluene
4056,4643190,11423500,5341000,326351,Toluene
4057,4635660,11386700,5336010,326477,Toluene
4058,4639120,11672000,5318380,326354,Toluene
4059,4636010,11430300,5336950,326329,Toluene
4060,4642200,11381300,5347170,325949,Toluene
4061,4625190,11135300,5345410,325821,Toluene
4062,4625810,11205600,5345500,326101,Toluene
4063,4618430,11186500,5351790,326114,Toluene
4064,4631040,11248300,5342510,325796,Toluene
4065,4626070,11252600,5339470,325636,Toluene
4066,4613200,11213300,5328230,325662,Toluene
4067,4611390,11176700,5315250,325248,Toluene
4068,4611920,11072400,5328090,325177,Toluene
4069,4608330,11213200,5319710,325373,Toluene
4070,4620010,11130800,5314230,325641,Toluene
4071,4625910,11098600,5306080,325702,Toluene
4072,4643130,11049100,5296230,325714,Toluene
4073,4628590,11053700,5292830,325373,Toluene
4074,4624790,11069000,5282680,325304,Toluene
4075,4624510,11088900,5284070,325235,Toluene
4076,4627590,11102100,5290490,325052,Toluene
4077,4632200,11095000,5301800,324850,Toluene
4078,4641440,11207200,5296370,324961,Toluene
4079,4627420,11093200,5305320,324862,Toluene
4080,4625440,11277200,5304800,325058,Toluene
4081,4623560,11249200,5289640,325189,Toluene
4082,4631800,11089500,5280870,325120,Toluene
4083,4631030,11103700,5294460,325170,Toluene
4084,4630740,10929000,5289150,325283,Toluene
4085,4641260,10933000,5299370,325284,Toluene
4086,4625710,10857700,5295160,325131,Toluene
4087,4623060,10875000,5287210,325276,Toluene
4088,4618370,10910500,5283090,325308,Toluene
4089,4624650,10852200,5305230,325478,Toluene
4090,4633240,10857900,5297730,325475,Toluene
4091,4629360,10863200,5307660,325866,Toluene
4092,4629730,10836500,5302410,325784,Toluene
4093,4635240,10779300,5302770,325666,Toluene
4094,4625780,10699500,5304660,325551,Toluene
4095,4620000,10775300,5313050,325589,Toluene
4096,4621660,10858200,5319580,325558,Toluene
4097,4627030,10828400,5320760,325263,Toluene
4098,4621300,10809600,5317610,325197,Toluene
4099,4625360,10783900,5324180,325142,Toluene
4100,4625410,10895500,5330620,325155,Toluene
4101,4623040,10901900,5319490,325803,Toluene
4102,4623720,10787300,5306990,326102,Toluene
4103,4626310,10624100,5291150,325890,Toluene
4104,4616760,10625000,5258610,325479,Toluene
4105,4623440,10724800,5251610,325309,Toluene
4106,4634350,10833000,5255870,325544,Toluene
4107,4629430,10739200,5259870,325474,Toluene
4108,4627990,10644700,5255860,325447,Toluene
4109,4634300,10676500,5251390,325455,Toluene
4110,4632350,10695400,5254870,325286,Toluene
4111,4637940,10623200,5248510,325246,Toluene
4112,4634240,10599700,5246210,325404,Toluene
4113,4636900,10634500,5233790,325375,Toluene
4114,4629510,10645400,5225130,325399,Toluene
4115,4625860,10609500,5234770,325307,Toluene
4116,4625140,10605600,5242290,325522,Toluene
4117,4631820,10661000,5253610,325535,Toluene
4118,4640350,10537600,5255780,325917,Toluene
4119,4642500,10599900,5244800,325853,Toluene
4120,4645980,10689700,5226770,325769,Toluene
4121,4645200,10757800,5223260,325649,Toluene
4122,4646190,10709100,5218310,325669,Toluene
4123,4638020,10683900,5226510,325497,Toluene
4124,4638880,10655200,5221470,325664,Toluene
4125,4644120,10661100,5218560,325825,Toluene
4126,4666460,10564400,5207460,325700,Toluene
4127,4659220,10662700,5196640,325982,Toluene
4128,4650570,10633100,5199900,325816,Toluene
4129,4641540,10668700,5220200,325678,Toluene
4130,4641080,10682500,5208350,325916,Toluene
4131,4638680,10635600,5224260,325910,Toluene
4132,4642850,10619700,5230320,325932,Toluene
4133,4648780,10548500,5238580,325803,Toluene
4134,4651560,10524600,5238490,325921,Toluene
4135,4649120,10520200,5221670,326070,Toluene
4136,4634950,10595300,5217770,326246,Toluene
4137,4630950,10506300,5214520,326372,Toluene
4138,4642930,10588800,5201320,326354,Toluene
4139,4633060,10549800,5179590,326197,Toluene
4140,4630050,10512700,5183540,326177,Toluene
4141,4625070,10556400,5190520,325976,Toluene
4142,4633100,10466300,5190790,326250,Toluene
4143,4645030,10509400,5176190,326369,Toluene
4144,4639920,10554300,5193700,326404,Toluene
4145,4652290,10532700,5178760,326470,Toluene
4146,4658120,10487800,5175660,326778,Toluene
4147,4668990,10549500,5186210,326838,Toluene
4148,4665190,10431800,5191160,326554,Toluene
4149,4663590,10557200,5182910,326510,Toluene
4150,4684480,10428700,5173050,326648,Toluene
4151,4687860,10483900,5167540,326592,Toluene
4152,4691360,10493800,5159180,326578,Toluene
4153,4676360,10516500,5158900,326409,Toluene
4154,4660900,10578900,5163020,326314,Toluene
4155,4653470,10600300,5168760,326514,Toluene
4156,4655400,10575500,5153740,326571,Toluene
4157,4657020,10731600,5145530,326759,Toluene
4158,4659000,10788900,5153230,326930,Toluene
4159,4660880,10827300,5142620,326656,Toluene
4160,4645640,10778200,5138090,326683,Toluene
4161,4637800,10749900,5130030,327021,Toluene
4162,4641070,10759400,5116370,326722,Toluene
4163,4643220,10794900,5101470,326864,Toluene
4164,4644670,10791400,5109110,326894,Toluene
4165,4650470,10773800,5121430,326640,Toluene
4166,4675030,10751200,5120560,326645,Toluene
4167,4660820,10667200,5112020,326815,Toluene
4168,4652850,10791500,5119120,326814,Toluene
4169,4656300,10743500,5110340,327069,Toluene
4170,4658560,10714400,5104500,327218,Toluene
4171,4647320,10720900,5105660,327108,Toluene
4172,4648650,10707300,5099580,327100,Toluene
4173,4660800,10752000,5088430,326962,Toluene
4174,4661060,10796000,5081830,327114,Toluene
4175,4656880,10800500,5091580,327138,Toluene
4176,4656530,10804000,5087700,327153,Toluene
4177,4653460,10788700,5071390,327021,Toluene
4178,4649380,10777900,5055500,327028,Toluene
4179,4645710,10832900,5055970,326748,Toluene
4180,4656950,10828000,5044850,327021,Toluene
4181,4650660,10849200,5058990,326796,Toluene
4182,4647340,10872100,5057680,326764,Toluene
4183,4658920,10818200,5049860,326694,Toluene
4184,4658520,10864100,5044390,326568,Toluene
4185,4639280,10881900,5030640,326600,Toluene
4186,4635990,10891300,5020530,326603,Toluene
4187,4644640,10887800,5010160,326682,Toluene
4188,4656900,10943900,5022360,326652,Toluene
4189,4653850,10927600,5003150,326814,Toluene
4190,4651550,10926000,5017470,326638,Toluene
4191,4664930,10887500,5004130,326430,Toluene
4192,4664970,10866500,4986270,326320,Toluene
4193,4658060,10857400,4979300,326588,Toluene
4194,4649610,10875200,4968980,326578,Toluene
4195,4654080,10892500,4976220,326534,Toluene
4196,4644250,10847600,4961620,326562,Toluene
4197,4644440,10829900,4959830,326440,Toluene
4198,4646510,10841800,4959090,326189,Toluene
4199,4646850,10877100,4956700,326126,Toluene
4200,4643640,10877900,4931970,326404,Toluene
4201,4639470,10871600,4913350,326534,Toluene
4202,4632300,10847700,4911380,326520,Toluene
4203,4623360,10900200,4900480,326655,Toluene
4204,4630880,10906500,4894830,326480,Toluene
4205,4621320,10890800,4901460,326390,Toluene
4206,4621560,10880200,4908670,326211,Toluene
4207,4617550,10867300,4912170,326184,Toluene
4208,4609020,10880500,4908070,326158,Toluene
4209,4596280,10881900,4904600,326252,Toluene
4210,4605070,10924900,4895380,326374,Toluene
4211,4603710,10944900,4885090,326225,Toluene
4212,4613430,10906000,4885140,326149,Toluene
4213,4606330,10917700,4896760,325855,Toluene
4214,4600000,10893100,4891780,325742,Toluene
4215,4586920,10899300,4893430,325740,Toluene
4216,4585930,10982400,4901810,325578,Toluene
4217,4592580,10925200,4892240,325356,Toluene
4218,4601370,10874400,4885190,325616,Toluene
4219,4593010,11257500,4880330,325657,Toluene
4220,4598760,11215600,4865680,325393,Toluene
4221,4589720,11226200,4858750,325765,Toluene
4222,4589620,11253000,4852100,325764,Toluene
4223,4595200,11222500,4855260,325728,Toluene
4224,4586130,11252000,4863510,325484,Toluene
4225,4567820,11231500,4853150,325454,Toluene
4226,4573190,11226400,4850440,325204,Toluene
4227,4576050,11187800,4865090,324950,Toluene
4228,4575420,11220000,4854180,324821,Toluene
4229,4570330,11245100,4862060,324694,Toluene
4230,4556940,11232600,4856300,324370,Toluene
4231,4557600,11234500,4856630,324074,Toluene
4232,4558810,11225000,4845000,323854,Toluene
4233,4550010,11263700,4830790,323921,Toluene
4234,4554930,11245600,4830950,323738,Toluene
4235,4533920,11274300,4841380,323675,Toluene
4236,4542600,11266300,4839800,323639,Toluene
4237,4530360,11264300,4841480,323904,Toluene
4238,4526070,11275400,4834670,323615,Toluene
4239,4520260,11237100,4820430,323608,Toluene
4240,4518080,11176700,4798770,323711,Toluene
4241,4525070,11234800,4788650,323708,Toluene
4242,4416910,11087200,4779000,323279,Toluene
4243,4436850,11254400,4770860,322877,Toluene
4244,4431390,11244100,4776410,322923,Toluene
4245,4434470,11242200,4774240,322779,Toluene
4246,4427810,11200000,4779390,322625,Toluene
4247,4429550,11236000,4785700,322400,Toluene
4248,4418710,11302000,4785300,322212,Toluene
4249,4403060,11285200,4790210,322201,Toluene
4250,4384850,11242200,4795970,322192,Toluene
4251,4386080,11250500,4777290,321848,Toluene
4252,4387480,11259500,4772550,321876,Toluene
4253,4372970,11234600,4782350,321614,Toluene
4254,4374450,11214000,4788870,321586,Toluene
4255,4372170,11210100,4789490,321316,Toluene
4256,4376900,11210500,4799060,321362,Toluene
4257,4367290,11223000,4803940,320945,Toluene
4258,4354160,11215800,4803920,320744,Toluene
4259,4352530,11233800,4786250,320484,Toluene
4260,4341190,11230400,4784820,320344,Toluene
4261,4331990,11207800,4785500,319984,Toluene
4262,4337820,11193700,4797600,319697,Toluene
4263,4339520,11164500,4785940,319675,Toluene
4264,4335080,11140300,4783640,319658,Toluene
4265,4336790,11160300,4777930,319549,Toluene
4266,4316420,11168900,4777020,319541,Toluene
4267,4305980,11149500,4783730,319560,Toluene
4268,4322160,11163000,4782340,319222,Toluene
4269,4309530,11171900,4792480,318802,Toluene
4270,4325060,11175400,4792760,318506,Toluene
4271,4317700,11181900,4799220,318630,Toluene
4272,4320000,11192000,4789190,318337,Toluene
4273,4312510,11219700,4788580,317883,Toluene
4274,4294150,11214100,4777780,317878,Toluene
4275,4299060,11216800,4778570,317619,Toluene
4276,4292310,11200900,4777190,317464,Toluene
4277,4291340,11194200,4787860,317643,Toluene
4278,4271790,11209400,4797620,317781,Toluene
4279,4271010,11178500,4784640,317790,Toluene
4280,4272270,11167700,4786710,317792,Toluene
4281,4268080,11160700,4787490,317628,Toluene
4282,4255750,11166200,4784680,317331,Toluene
4283,4246000,11152500,4782680,317132,Toluene
4284,4253390,11121600,4774910,316864,Toluene
4285,4257740,11098000,4786940,316619,Toluene
4286,4254240,11139600,4791890,316232,Toluene
4287,4248340,11154100,4803760,316107,Toluene
4288,4246200,11179000,4802160,316094,Toluene
4289,4247950,11156100,4806260,315942,Toluene
4290,4237120,11122900,4791100,315553,Toluene
4291,4240170,11119200,4793420,315455,Toluene
4292,4227510,11121200,4795640,315333,Toluene
4293,4233370,11148200,4790400,315034,Toluene
4294,4230360,11142500,4775430,315100,Toluene
4295,4228370,11121200,4775100,314589,Toluene
4296,4234850,11158900,4770610,314741,Toluene
4297,4214750,11164800,4777130,314846,Toluene
4298,4229160,11180300,4780810,315108,Toluene
4299,4219170,11165800,4766460,314980,Toluene
4300,4222550,11151400,4756850,314968,Toluene
4301,4215360,11107600,4772660,314618,Toluene
4302,4201480,11115000,4778890,314653,Toluene
4303,4200510,11145600,4784470,314347,Toluene
4304,4188890,11107300,4785720,314086,Toluene
4305,4199780,11118800,4791860,313968,Toluene
4306,4194100,11131200,4781260,313566,Toluene
4307,4190400,11163500,4771710,313823,Toluene
4308,4188420,11151800,4765890,313922,Toluene
4309,4190570,11141600,4772720,313877,Toluene
4310,4185780,11100200,4781450,314157,Toluene
4311,4187980,11110900,4785840,314190,Toluene
4312,4172110,11133400,4775320,313816,Toluene
4313,4160190,11113500,4779080,313665,Toluene
4314,4164920,11139800,4798300,313879,Toluene
4315,4146490,11158900,4790280,313794,Toluene
4316,4150860,11125400,4797550,313271,Toluene
4317,4131630,11097300,4789250,313259,Toluene
4318,4127340,11104100,4782860,313473,Toluene
4319,4131120,11085200,4788380,313504,Toluene
4320,4127010,11097300,4789750,313578,Toluene
4321,4130340,11081500,4787870,313705,Toluene
4322,4118930,11099200,4773580,313590,Toluene
4323,4136940,11089100,4769610,313300,Toluene
4324,4122720,11051600,4785170,313106,Toluene
4325,4125820,11018400,4787420,312922,Toluene
4326,4122960,11019300,4783940,312839,Toluene
4327,4110760,11016000,4780670,312782,Toluene
4328,4113080,11610200,4789590,312796,Toluene
4329,4110690,11558400,4807250,312909,Toluene
4330,4109380,11499000,4808010,312754,Toluene
4331,4112680,11524000,4809360,312903,Toluene
4332,4117750,11469200,4811420,312926,Toluene
4333,4114190,11211900,4817260,313018,Toluene
4334,4096050,11184100,4830660,312823,Toluene
4335,4093420,10650500,4827390,312756,Toluene
4336,4088430,10609100,4808450,312752,Toluene
4337,4086760,10558600,4818850,312720,Toluene
4338,4088480,10859700,4822630,312822,Toluene
4339,4087380,10711445,4819950,312715,Toluene
4340,4085070,10746907,4816840,312559,Toluene
4341,4068240,11575663,4822760,312212,Toluene
4342,4068020,11112534,4837010,312321,Toluene
4343,4061820,11635526,4840310,312191,Toluene
4344,4056410,10682165,4832830,311998,Toluene
4345,4052320,10958867,4834510,312138,Toluene
4346,4048070,10512956,4824340,312346,Toluene
4347,4051960,11208313,4830840,312349,Toluene
4348,4049820,11045839,4831170,312194,Toluene
4349,4043500,11000293,4839960,312061,Toluene
4350,4026980,11146452,4845020,311922,Toluene
4351,4023860,10775947,4833990,312070,Toluene
4352,4023000,11651590,4828840,312091,Toluene
4353,4014960,11109600,4832020,312279,Toluene
4354,4009600,10915488,4843320,312324,Toluene
4355,4015020,10945348,4845320,312034,Toluene
4356,4017030,11404279,4847090,312074,Toluene
4357,4016370,11518669,4855270,312081,Toluene
4358,4011380,11191721,4857130,312289,Toluene
4359,4012190,10570230,4852210,312098,Toluene
4360,4007560,11414812,4854790,312252,Toluene
4361,4008000,10987571,4870690,312383,Toluene
4362,4008660,11336192,4871540,312512,Toluene
4363,4008270,10448377,4877700,312775,Toluene
4364,3999750,11253458,4877570,312645,Toluene
4365,4002860,11654069,4876010,312836,Toluene
4366,4003490,10654941,4876730,312828,Toluene
4367,4002440,10765936,4880410,312851,Toluene
4368,3992950,11369935,4871140,312850,Toluene
4369,3998110,11027325,4875110,312749,Toluene
4370,3986010,10445136,4891450,312759,Toluene
4371,3978880,11384015,4891570,312595,Toluene
4372,3991980,11640197,4890820,313033,Toluene
4373,3998860,11610111,4892010,312903,Toluene
4374,3999840,11229912,4900350,313043,Toluene
4375,3979380,11140826,4904670,313422,Toluene
4376,3975040,11461545,4905640,313367,Toluene
4377,3989540,11349199,4920470,313552,Toluene
4378,3981530,11359772,4921100,313789,Toluene
4379,3994290,11335049,4917840,313773,Toluene
4380,4010450,11378539,4911090,314050,Toluene
4381,3990470,11533581,4903630,313758,Toluene
4382,3992590,11114641,4904290,313796,Toluene
4383,3991690,10548635,4898120,313885,Toluene
4384,3985000,11573954,4908740,313633,Toluene
4385,3986120,11082492,4907000,313510,Toluene
4386,3987030,11638823,4913610,313630,Toluene
4387,3989290,10809467,4918510,313468,Toluene
4388,3988570,10965728,4917180,313560,Toluene
4389,3965860,10341433,4913730,313796,Toluene
4390,3966510,10422428,4918810,313801,Toluene
4391,3948240,10935954,4932650,314218,Toluene
4392,3944530,10775274,4941080,314355,Toluene
4393,3970520,11502993,4941580,314380,Toluene
4394,3964740,11337790,4931490,314517,Toluene
4395,3953890,11321562,4934350,314493,Toluene
4396,3952290,10378502,4939720,314622,Toluene
4397,3948740,11487534,4936660,314485,Toluene
4398,3952380,11682799,4934560,314774,Toluene
4399,3954570,11454111,4932290,314952,Toluene
4400,3972410,10536196,4941100,315048,Toluene
4401,3969790,11067794,4946290,314903,Toluene
4402,3975280,11603468,4947400,314924,Toluene
4403,3968790,10863001,4948400,314749,Toluene
4404,3959520,11218408,4951480,314725,Toluene
4405,3963440,10947637,4954910,315038,Toluene
4406,3951670,10324940,4963620,315093,Toluene
4407,3941770,11230432,4964960,315097,Toluene
4408,3944260,10364003,4970500,315577,Toluene
4409,3957110,10964984,4958740,315539,Toluene
4410,3942230,11462797,4975500,315862,Toluene
4411,3943800,10597643,4982100,315831,Toluene
4412,3952460,11346997,4995100,315880,Toluene
4413,3954690,11473710,4993000,316173,Toluene
4414,3951980,10801023,4985630,316277,Toluene
4415,3954980,11549622,4991950,316417,Toluene
4416,3954560,11562464,4992270,316556,Toluene
4417,3955310,11611534,4981350,316431,Toluene
4418,3954660,11321935,4974870,316155,Toluene
4419,3952970,11454703,4976120,316180,Toluene
4420,3965870,11385969,4977400,316059,Toluene
4421,3962190,10705384,4985540,316410,Toluene
4422,3971420,10337135,4976540,316342,Toluene
4423,3969920,10344596,4986440,316198,Toluene
4424,3959780,10867833,4972970,316140,Toluene
4425,3955840,10836923,5012090,316172,Toluene
4426,3961130,11097322,5015350,316572,Toluene
4427,3957040,11304728,5030280,316672,Toluene
4428,3959820,11362982,5054050,316939,Toluene
4429,3960090,11304896,5057810,316814,Toluene
4430,3959110,11572078,5076620,317079,Toluene
4431,3960030,10558412,5089260,317223,Toluene
4432,3962010,10763544,5106330,317180,Toluene
4433,3957090,11099021,5103810,317182,Toluene
4434,3958890,11432148,5116540,317364,Toluene
4435,3971740,10847106,4904301,317678,Toluene
4436,3957270,11437112,4848824,317845,Toluene
4437,3957920,11084627,4855221,318078,Toluene
4438,3956170,10596729,4965589,318244,Toluene
4439,3947350,10505049,4895821,318283,Toluene
4440,3961110,10858597,4775973,318150,Toluene
4441,3945460,10363915,4768435,318293,Toluene
4442,3947130,11498581,4936314,318482,Toluene
4443,3958990,11073453,4763373,318673,Toluene
4444,3962470,10675686,4767997,318737,Toluene
4445,3963460,11159734,4878702,319057,Toluene
4446,3966040,10393235,4871915,319194,Toluene
4447,3973340,11272678,4967025,319214,Toluene
4448,3975610,11481559,4943905,319050,Toluene
4449,3979130,10915971,4919186,319372,Toluene
4450,3974840,10413647,4823825,319654,Toluene
4451,3967150,10981060,4821434,319545,Toluene
4452,3960800,11493878,4764533,319776,Toluene
4453,3963570,11204409,4872610,320206,Toluene
4454,3968550,11067009,4893490,320394,Toluene
4455,3968140,10610746,4974148,320655,Toluene
4456,3970590,11530406,4879965,321715,Toluene
4457,3972090,10809592,4930492,322402,Toluene
4458,3974980,11171213,4913709,322657,Toluene
4459,3972060,11174703,4836710,322920,Toluene
4460,3965580,11006582,4862114,323807,Toluene
4461,3981030,11110031,4760144,323665,Toluene
4462,3979980,10627142,4977265,324242,Toluene
4463,3977670,11161920,4827133,324473,Toluene
4464,3976530,11024349,4869807,324899,Toluene
4465,3988890,10326156,4776184,325601,Toluene
4466,3979450,10929209,4836201,326125,Toluene
4467,3969610,11352353,4905451,326266,Toluene
4468,3971100,10579257,4854990,326631,Toluene
4469,3983470,11186578,4856623,327456,Toluene
4470,3981100,11292265,4984258,327694,Toluene
4471,3983650,10978273,4788068,319087,Toluene
4472,3982720,10766952,4930954,312134,Toluene
4473,3982930,11240160,4858697,318402,Toluene
4474,3968800,11283568,4961019,312833,Toluene
4475,3991960,10616051,4908216,319548,Toluene
4476,3990030,10691801,4841797,311992,Toluene
4477,3989850,10408848,4783162,319823,Toluene
4478,3990690,10401230,4810057,318120,Toluene
4479,3989870,10946876,4956292,317174,Toluene
4480,3989710,10488761,4821665,319203,Toluene
4481,3977260,10698749,4876828,318557,Toluene
4482,3990900,11364136,4960459,318060,Toluene
4483,3992570,10732203,4834838,318632,Toluene
4484,3991600,10570671,4927320,312995,Toluene
4485,3979800,10628238,4989087,312252,Toluene
4486,3999230,11439458,4799502,315242,Toluene
4487,4000840,11164183,4803072,318040,Toluene
4488,4005300,10852083,4768372,312633,Toluene
4489,4003500,11356459,4817050,313372,Toluene
4490,4009080,11549951,4960831,318792,Toluene
4491,4009990,11277067,4798202,319274,Toluene
4492,4014220,10346747,4768597,316145,Toluene
4493,4015170,11358770,4757848,319784,Toluene
4494,4016530,10594179,4953054,318471,Toluene
4495,4036700,11041115,4790703,312682,Toluene
4496,4029900,11048058,4948905,315993,Toluene
4497,4027310,11425578,4992691,312708,Toluene
4498,4026380,10587420,4992203,314151,Toluene
4499,4028960,10682299,4854967,315662,Toluene
4500,4025740,10622486,4903187,311998,Toluene
4501,4026230,10821265,4838587,318718,Toluene
4502,4024750,10902960,4893573,313309,Toluene
4503,4026790,11090221,4917917,314233,Toluene
4504,4022530,10970984,4874117,316495,Toluene
4505,4035590,11416941,4926870,312773,Toluene
4506,4009980,11210558,4835958,317817,Toluene
4507,4017720,10731010,4899750,316283,Toluene
4508,4030620,11674520,4959567,312433,Toluene
4509,4027130,11273139,4783685,318873,Toluene
4510,4041980,10738235,4795890,312072,Toluene
4511,4026120,11148971,4799814,316691,Toluene
4512,4025060,10984672,4903360,312556,Toluene
4513,4028050,10869640,4805060,315552,Toluene
4514,4026070,11344590,4782515,314049,Toluene
4515,4031380,10706789,4914886,312083,Toluene
4516,4018040,11231460,4827449,315510,Toluene
4517,4031490,11410414,4879484,313457,Toluene
4518,4037850,11272283,4791719,315305,Toluene
4519,4047820,11526224,4908649,318075,Toluene
4520,4058030,10872640,4803706,315748,Toluene
4521,4053440,10601650,4782118,319144,Toluene
4522,4055780,11038378,4820248,317444,Toluene
4523,4052710,10763247,4812993,319633,Toluene
4524,4067080,11028016,4805640,314946,Toluene
4525,4055920,11234250,4908659,312537,Toluene
4526,4062290,11519600,4833412,312345,Toluene
4527,4072390,11313792,4833452,315273,Toluene
4528,4070700,11336762,4991026,317032,Toluene
4529,4082720,11034871,4799550,313821,Toluene
4530,4080890,10797203,4867455,312396,Toluene
4531,4066890,10454572,4760022,315560,Toluene
4532,4071450,10806505,4778262,316530,Toluene
4533,4083710,11073162,4787041,313771,Toluene
4534,4077030,11011256,4944497,313410,Toluene
4535,4075740,11672171,4893087,314673,Toluene
4536,4090410,10954085,4958438,317864,Toluene
4537,4092230,10565538,4832779,314843,Toluene
4538,4089310,11657650,4881640,318107,Toluene
4539,4101250,11571710,4794059,317215,Toluene
4540,4100370,10832650,4852056,313013,Toluene
